task_id,task_label,external_family,model_id,model_label,condition_label,external_biological_reliability,external_reliability_risk,matched_negative_shift,core_mean_auroc,core_mean_shortcut_score,core_mean_rc_delta,core_mean_ece,core_matched_negative_shift,core_gc_bin_auroc_gap,configuration_label,model_family,external_AUROC,external_AUPRC,external_ECE,external_Brier,worst_GC_bin_AUROC,full_GenomeCF_profile_score,predicted_external_reliability,external_metric,source_file
mpra_f9_promoter,MPRA variant effect (F9 promoter),Variant effect,caduceus_ph,Caduceus-Ph,Temperature-scaled,0.7,0.7556818181818181,,0.8133026114109636,0.6403508771929824,0.0396011711240673,0.0340457959095675,0.0686169119019574,0.1078033622448245,Caduceus-Ph | Temperature-scaled,foundation model,0.5785482123510293,0.5351666898449856,0.0037350366505001,0.2495019145215315,0.5332167832167832,-0.5662181599499383,0.4135421470103793,external_biological_reliability,results/release/external_transfer_prediction.csv
mpra_f9_promoter,MPRA variant effect (F9 promoter),Variant effect,dnabert2,DNABERT-2,Matched-negative head,0.6727272727272727,0.3977272727272727,,0.8637522990613481,0.6885964912280701,0.0840472685721405,0.0925285787285418,0.0141730714848569,0.0912554010604467,DNABERT-2 | Matched-negative head,foundation model,0.5430119176598049,0.5466365618799556,0.0507633257833052,0.2490928893473315,0.4767137624280481,-0.20807413686579368,0.7716861700945239,external_biological_reliability,results/release/external_transfer_prediction.csv
mpra_f9_promoter,MPRA variant effect (F9 promoter),Variant effect,dnabert2,DNABERT-2,Standard,0.4909090909090909,0.3579545454545454,,0.79375,0.6372207227470386,0.0806979403719271,0.0288679478520667,0.0129999514080891,0.0912554010604467,DNABERT-2 | Standard,foundation model,0.5235102925243771,0.5344867205934569,0.0176749102757328,0.2488790319985205,0.4505494505494505,-0.23817350725074993,0.7415867997095676,external_biological_reliability,results/release/external_transfer_prediction.csv
mpra_f9_promoter,MPRA variant effect (F9 promoter),Variant effect,dnabert2,DNABERT-2,Temperature-scaled,0.4909090909090909,0.346590909090909,,0.8732950269749769,0.5789473684210527,0.0774539567818146,0.019902367608167,0.0332784659097183,0.0912554010604467,DNABERT-2 | Temperature-scaled,foundation model,0.5235102925243771,0.5344867205934569,0.0160675015640334,0.2488642949764388,0.4505494505494505,-0.23645658271919567,0.7433037242411219,external_biological_reliability,results/release/external_transfer_prediction.csv
mpra_f9_promoter,MPRA variant effect (F9 promoter),Variant effect,kmer_logistic_regression,6-mer logistic regression,Standard,1.0,0.4318181818181818,,0.7462655,0.6459551656920078,0.3394389041207518,0.2345065281072556,-0.0068479613695805,0.083379100691961,6-mer logistic regression | Standard,k-mer baseline,0.6719393282773564,0.7263198015475035,0.1529084892542226,0.2337159585820947,0.6136363636363636,-0.27553740471650534,0.7042229022438122,external_biological_reliability,results/release/external_transfer_prediction.csv
mpra_f9_promoter,MPRA variant effect (F9 promoter),Variant effect,small_cnn,CNN,Standard,0.3727272727272727,0.4829545454545454,,0.76882725,0.4509484180536812,0.0411793540697544,0.061206236347556,0.0083796891723006,0.1201250804749815,CNN | Standard,CNN,0.5243770314192849,0.5204570731269513,0.0207816274727092,0.2499463135682723,0.4475524475524476,-0.5181043538242232,0.4616559531360944,external_biological_reliability,results/release/external_transfer_prediction.csv
mpra_f9_promoter,MPRA variant effect (F9 promoter),Variant effect,small_cnn,CNN,Temperature-scaled,0.3727272727272727,0.4147727272727273,,0.81802,0.4429824561403508,0.046799674630165,0.0395739197134971,0.0083796891723006,0.1201250804749815,CNN | Temperature-scaled,CNN,0.5243770314192849,0.5204570731269513,0.0340270312393413,0.2506726363503054,0.4475524475524476,-0.46770259110976964,0.5120577158505479,external_biological_reliability,results/release/external_transfer_prediction.csv
mpra_f9_promoter,MPRA variant effect (F9 promoter),Variant effect,small_cnn_rc_aug,RC-aug CNN,Standard,0.2,0.6931818181818182,,0.8039419999999999,0.3773429299745089,0.038917607627809,0.0517154488125815,0.0240417894564205,0.1179073009657394,RC-aug CNN | Standard,CNN,0.4678223185265439,0.4589901955570187,0.0029573528205646,0.2495362392857729,0.4449300699300699,-0.5179486790078768,0.4618116279524408,external_biological_reliability,results/release/external_transfer_prediction.csv
mpra_f9_promoter,MPRA variant effect (F9 promoter),Variant effect,small_cnn_rc_aug,RC-aug CNN,Temperature-scaled,0.2363636363636363,0.6818181818181818,,0.8310545,0.4780701754385965,0.0636706836521625,0.0252490000892429,0.0240417894564205,0.1179073009657394,RC-aug CNN | Temperature-scaled,CNN,0.4679306608884074,0.4589901955570187,0.0023861615096821,0.249533610325403,0.4449300699300699,-0.4889545035825943,0.4908058033777233,external_biological_reliability,results/release/external_transfer_prediction.csv
mpra_hbb_promoter,MPRA variant effect (HBB promoter),Variant effect,caduceus_ph,Caduceus-Ph,Matched-negative head,0.4181818181818181,0.5454545454545455,,0.8194124252604111,0.6885964912280701,0.0422797515022792,0.114775501007667,0.0585016480260885,0.1078033622448245,Caduceus-Ph | Matched-negative head,foundation model,0.4656084656084656,0.3821790005884735,0.1068069354918636,0.2500253985084816,0.4606003752345215,-0.5585247244465049,0.42123558251381266,external_biological_reliability,results/release/external_transfer_prediction.csv
mpra_hbb_promoter,MPRA variant effect (HBB promoter),Variant effect,caduceus_ph,Caduceus-Ph,Standard,0.1909090909090909,0.7443181818181819,,0.7416918124042852,0.6424501424501425,0.0348315164735973,0.0396484782153252,0.0682948139121478,0.1078033622448245,Caduceus-Ph | Standard,foundation model,0.4534391534391535,0.3604769316990043,0.0530929331991908,0.2414579992221207,0.3504273504273504,-0.6286426592394324,0.35111764772088516,external_biological_reliability,results/release/external_transfer_prediction.csv
mpra_hbb_promoter,MPRA variant effect (HBB promoter),Variant effect,caduceus_ph,Caduceus-Ph,Temperature-scaled,0.1909090909090909,0.6079545454545455,,0.8133026114109636,0.6403508771929824,0.0396011711240673,0.0340457959095675,0.0686169119019574,0.1078033622448245,Caduceus-Ph | Temperature-scaled,foundation model,0.4534391534391535,0.3604769316990043,0.0775379167693225,0.2446363515375857,0.3504273504273504,-0.5662181599499383,0.4135421470103793,external_biological_reliability,results/release/external_transfer_prediction.csv
mpra_hbb_promoter,MPRA variant effect (HBB promoter),Variant effect,dnabert2,DNABERT-2,Matched-negative head,0.5272727272727272,0.3352272727272727,,0.8637522990613481,0.6885964912280701,0.0840472685721405,0.0925285787285418,0.0141730714848569,0.0912554010604467,DNABERT-2 | Matched-negative head,foundation model,0.4878306878306878,0.3845701082000377,0.0989648283813798,0.2508229602180714,0.4444444444444445,-0.20807413686579368,0.7716861700945239,external_biological_reliability,results/release/external_transfer_prediction.csv
mpra_hbb_promoter,MPRA variant effect (HBB promoter),Variant effect,dnabert2,DNABERT-2,Standard,0.4,0.4488636363636363,,0.79375,0.6372207227470386,0.0806979403719271,0.0288679478520667,0.0129999514080891,0.0912554010604467,DNABERT-2 | Standard,foundation model,0.4846560846560847,0.3784624642643481,0.0589238543140255,0.2434849398054548,0.4444444444444444,-0.23817350725074993,0.7415867997095676,external_biological_reliability,results/release/external_transfer_prediction.csv
