task_id,task_label,external_family,model_id,model_label,condition_label,external_biological_reliability,external_reliability_risk,matched_negative_shift,core_mean_auroc,core_mean_shortcut_score,core_mean_rc_delta,core_mean_ece,core_matched_negative_shift,core_gc_bin_auroc_gap,configuration_label,model_family,external_AUROC,external_AUPRC,external_ECE,external_Brier,worst_GC_bin_AUROC,full_GenomeCF_profile_score,predicted_external_reliability,external_metric,source_file
mpra_hbb_promoter,MPRA variant effect (HBB promoter),Variant effect,dnabert2,DNABERT-2,Temperature-scaled,0.4,0.4602272727272727,,0.8732950269749769,0.5789473684210527,0.0774539567818146,0.019902367608167,0.0332784659097183,0.0912554010604467,DNABERT-2 | Temperature-scaled,foundation model,0.4846560846560847,0.3784624642643481,0.0598420496880185,0.2435130103510102,0.4444444444444444,-0.23645658271919567,0.7433037242411219,external_biological_reliability,results/release/external_transfer_prediction.csv
mpra_hbb_promoter,MPRA variant effect (HBB promoter),Variant effect,kmer_logistic_regression,6-mer logistic regression,Standard,0.9818181818181818,0.5738636363636364,,0.7462655,0.6459551656920078,0.3394389041207518,0.2345065281072556,-0.0068479613695805,0.083379100691961,6-mer logistic regression | Standard,k-mer baseline,0.7142857142857144,0.623887552069174,0.0508113408130736,0.2096334706072712,0.6239316239316239,-0.27553740471650534,0.7042229022438122,external_biological_reliability,results/release/external_transfer_prediction.csv
mpra_hbb_promoter,MPRA variant effect (HBB promoter),Variant effect,small_cnn,CNN,Standard,0.6545454545454545,0.4943181818181817,,0.76882725,0.4509484180536812,0.0411793540697544,0.061206236347556,0.0083796891723006,0.1201250804749815,CNN | Standard,CNN,0.5804232804232804,0.5402869244325326,0.0565485910753185,0.241725154786994,0.2478632478632478,-0.5181043538242232,0.4616559531360944,external_biological_reliability,results/release/external_transfer_prediction.csv
mpra_hbb_promoter,MPRA variant effect (HBB promoter),Variant effect,small_cnn,CNN,Temperature-scaled,0.6545454545454545,0.4829545454545454,,0.81802,0.4429824561403508,0.046799674630165,0.0395739197134971,0.0083796891723006,0.1201250804749815,CNN | Temperature-scaled,CNN,0.5804232804232804,0.5402869244325326,0.0765957788804943,0.2444255625050978,0.2478632478632478,-0.46770259110976964,0.5120577158505479,external_biological_reliability,results/release/external_transfer_prediction.csv
mpra_hbb_promoter,MPRA variant effect (HBB promoter),Variant effect,small_cnn_rc_aug,RC-aug CNN,Standard,0.7909090909090909,0.6988636363636362,,0.8039419999999999,0.3773429299745089,0.038917607627809,0.0517154488125815,0.0240417894564205,0.1179073009657394,RC-aug CNN | Standard,CNN,0.6216931216931216,0.5350952638868123,0.0423831002096111,0.2402852609946381,0.547008547008547,-0.5179486790078768,0.4618116279524408,external_biological_reliability,results/release/external_transfer_prediction.csv
mpra_hbb_promoter,MPRA variant effect (HBB promoter),Variant effect,small_cnn_rc_aug,RC-aug CNN,Temperature-scaled,0.7909090909090909,0.6079545454545454,,0.8310545,0.4780701754385965,0.0636706836521625,0.0252490000892429,0.0240417894564205,0.1179073009657394,RC-aug CNN | Temperature-scaled,CNN,0.6216931216931216,0.5350952638868123,0.0776054815629894,0.2445751795997197,0.547008547008547,-0.4889545035825943,0.4908058033777233,external_biological_reliability,results/release/external_transfer_prediction.csv
mpra_ldlr_promoter,MPRA variant effect (LDLR promoter),Variant effect,caduceus_ph,Caduceus-Ph,Matched-negative head,0.3272727272727272,0.5852272727272726,,0.8194124252604111,0.6885964912280701,0.0422797515022792,0.114775501007667,0.0585016480260885,0.1078033622448245,Caduceus-Ph | Matched-negative head,foundation model,0.4978260869565217,0.6327314559324473,0.0330743264441116,0.2400155770056157,0.4391534391534392,-0.5585247244465049,0.42123558251381266,external_biological_reliability,results/release/external_transfer_prediction.csv
mpra_ldlr_promoter,MPRA variant effect (LDLR promoter),Variant effect,caduceus_ph,Caduceus-Ph,Standard,0.3272727272727272,0.5965909090909091,,0.7416918124042852,0.6424501424501425,0.0348315164735973,0.0396484782153252,0.0682948139121478,0.1078033622448245,Caduceus-Ph | Standard,foundation model,0.4978260869565217,0.6327314559324473,0.0330743264441112,0.2400155770056156,0.4391534391534392,-0.6286426592394324,0.35111764772088516,external_biological_reliability,results/release/external_transfer_prediction.csv
mpra_ldlr_promoter,MPRA variant effect (LDLR promoter),Variant effect,caduceus_ph,Caduceus-Ph,Temperature-scaled,0.3272727272727272,0.5056818181818181,,0.8133026114109636,0.6403508771929824,0.0396011711240673,0.0340457959095675,0.0686169119019574,0.1078033622448245,Caduceus-Ph | Temperature-scaled,foundation model,0.4978260869565217,0.6327314559324473,0.0450581189408668,0.2409520625409753,0.4391534391534392,-0.5662181599499383,0.4135421470103793,external_biological_reliability,results/release/external_transfer_prediction.csv
mpra_ldlr_promoter,MPRA variant effect (LDLR promoter),Variant effect,dnabert2,DNABERT-2,Matched-negative head,0.8181818181818181,0.7329545454545454,,0.8637522990613481,0.6885964912280701,0.0840472685721405,0.0925285787285418,0.0141730714848569,0.0912554010604467,DNABERT-2 | Matched-negative head,foundation model,0.6572463768115941,0.7538075640851136,0.0441017975828856,0.2371586687882881,0.5767195767195767,-0.20807413686579368,0.7716861700945239,external_biological_reliability,results/release/external_transfer_prediction.csv
mpra_ldlr_promoter,MPRA variant effect (LDLR promoter),Variant effect,dnabert2,DNABERT-2,Standard,0.8181818181818181,0.6761363636363636,,0.79375,0.6372207227470386,0.0806979403719271,0.0288679478520667,0.0129999514080891,0.0912554010604467,DNABERT-2 | Standard,foundation model,0.6572463768115941,0.7538075640851136,0.0441017975828859,0.2371586687882882,0.5767195767195767,-0.23817350725074993,0.7415867997095676,external_biological_reliability,results/release/external_transfer_prediction.csv
mpra_ldlr_promoter,MPRA variant effect (LDLR promoter),Variant effect,dnabert2,DNABERT-2,Temperature-scaled,0.8181818181818181,0.6420454545454546,,0.8732950269749769,0.5789473684210527,0.0774539567818146,0.019902367608167,0.0332784659097183,0.0912554010604467,DNABERT-2 | Temperature-scaled,foundation model,0.6572463768115941,0.7538075640851136,0.0677621897114885,0.2388299194612453,0.5767195767195767,-0.23645658271919567,0.7433037242411219,external_biological_reliability,results/release/external_transfer_prediction.csv
mpra_ldlr_promoter,MPRA variant effect (LDLR promoter),Variant effect,kmer_logistic_regression,6-mer logistic regression,Standard,1.0,0.3636363636363636,,0.7462655,0.6459551656920078,0.3394389041207518,0.2345065281072556,-0.0068479613695805,0.083379100691961,6-mer logistic regression | Standard,k-mer baseline,0.7644927536231884,0.8545686882374884,0.1277403345960491,0.1987421394415178,0.7404032035349352,-0.27553740471650534,0.7042229022438122,external_biological_reliability,results/release/external_transfer_prediction.csv
mpra_ldlr_promoter,MPRA variant effect (LDLR promoter),Variant effect,small_cnn,CNN,Standard,0.5909090909090909,0.5965909090909091,,0.76882725,0.4509484180536812,0.0411793540697544,0.061206236347556,0.0083796891723006,0.1201250804749815,CNN | Standard,CNN,0.5996376811594202,0.6730707630425187,0.0090043105577167,0.2388767590521719,0.5564761115713891,-0.5181043538242232,0.4616559531360944,external_biological_reliability,results/release/external_transfer_prediction.csv
mpra_ldlr_promoter,MPRA variant effect (LDLR promoter),Variant effect,small_cnn,CNN,Temperature-scaled,0.5909090909090909,0.5056818181818182,,0.81802,0.4429824561403508,0.046799674630165,0.0395739197134971,0.0083796891723006,0.1201250804749815,CNN | Temperature-scaled,CNN,0.5996376811594202,0.6730707630425187,0.0455400504563984,0.2408345191521961,0.5564761115713891,-0.46770259110976964,0.5120577158505479,external_biological_reliability,results/release/external_transfer_prediction.csv
mpra_ldlr_promoter,MPRA variant effect (LDLR promoter),Variant effect,small_cnn_rc_aug,RC-aug CNN,Standard,0.1818181818181818,0.3863636363636363,,0.8039419999999999,0.3773429299745089,0.038917607627809,0.0517154488125815,0.0240417894564205,0.1179073009657394,RC-aug CNN | Standard,CNN,0.4829710144927536,0.5877167205108492,0.0517164029573139,0.241584349716517,0.4357912178956089,-0.5179486790078768,0.4618116279524408,external_biological_reliability,results/release/external_transfer_prediction.csv
mpra_ldlr_promoter,MPRA variant effect (LDLR promoter),Variant effect,small_cnn_rc_aug,RC-aug CNN,Temperature-scaled,0.2,0.4090909090909091,,0.8310545,0.4780701754385965,0.0636706836521625,0.0252490000892429,0.0240417894564205,0.1179073009657394,RC-aug CNN | Temperature-scaled,CNN,0.4829710144927536,0.5877901977582395,0.0455968536828693,0.2409891688266426,0.435791217895609,-0.4889545035825943,0.4908058033777233,external_biological_reliability,results/release/external_transfer_prediction.csv
mpra_myc_enhancer,MPRA variant effect (MYC enhancer),Variant effect,caduceus_ph,Caduceus-Ph,Matched-negative head,0.4454545454545454,0.5568181818181819,,0.8194124252604111,0.6885964912280701,0.0422797515022792,0.114775501007667,0.0585016480260885,0.1078033622448245,Caduceus-Ph | Matched-negative head,foundation model,0.5196143617021276,0.1838229764835052,0.3449188277293469,0.2500230701861326,0.4879310344827586,-0.5585247244465049,0.42123558251381266,external_biological_reliability,results/release/external_transfer_prediction.csv
mpra_myc_enhancer,MPRA variant effect (MYC enhancer),Variant effect,caduceus_ph,Caduceus-Ph,Standard,0.3727272727272727,0.7102272727272728,,0.7416918124042852,0.6424501424501425,0.0348315164735973,0.0396484782153252,0.0682948139121478,0.1078033622448245,Caduceus-Ph | Standard,foundation model,0.5246010638297872,0.1924421304644541,0.0021199710266446,0.1310438335910663,0.4305555555555556,-0.6286426592394324,0.35111764772088516,external_biological_reliability,results/release/external_transfer_prediction.csv
mpra_myc_enhancer,MPRA variant effect (MYC enhancer),Variant effect,caduceus_ph,Caduceus-Ph,Temperature-scaled,0.3727272727272727,0.6079545454545454,,0.8133026114109636,0.6403508771929824,0.0396011711240673,0.0340457959095675,0.0686169119019574,0.1078033622448245,Caduceus-Ph | Temperature-scaled,foundation model,0.5246010638297872,0.1924421304644541,0.0274776477626224,0.1317942618287374,0.4305555555555556,-0.5662181599499383,0.4135421470103793,external_biological_reliability,results/release/external_transfer_prediction.csv
mpra_myc_enhancer,MPRA variant effect (MYC enhancer),Variant effect,dnabert2,DNABERT-2,Matched-negative head,0.6545454545454545,0.2386363636363636,,0.8637522990613481,0.6885964912280701,0.0840472685721405,0.0925285787285418,0.0141730714848569,0.0912554010604467,DNABERT-2 | Matched-negative head,foundation model,0.5536901595744681,0.2033630204250585,0.3453829089459538,0.2502156943055995,0.4396551724137931,-0.20807413686579368,0.7716861700945239,external_biological_reliability,results/release/external_transfer_prediction.csv
mpra_myc_enhancer,MPRA variant effect (MYC enhancer),Variant effect,dnabert2,DNABERT-2,Standard,0.8818181818181818,0.7102272727272728,,0.79375,0.6372207227470386,0.0806979403719271,0.0288679478520667,0.0129999514080891,0.0912554010604467,DNABERT-2 | Standard,foundation model,0.5802859042553191,0.2214605905976867,0.002298196542174,0.1309574208505014,0.5025862068965516,-0.23817350725074993,0.7415867997095676,external_biological_reliability,results/release/external_transfer_prediction.csv
mpra_myc_enhancer,MPRA variant effect (MYC enhancer),Variant effect,dnabert2,DNABERT-2,Temperature-scaled,0.8818181818181818,0.6647727272727273,,0.8732950269749769,0.5789473684210527,0.0774539567818146,0.019902367608167,0.0332784659097183,0.0912554010604467,DNABERT-2 | Temperature-scaled,foundation model,0.5802859042553191,0.2214605905976867,0.0270015784521295,0.1316807515266604,0.5025862068965516,-0.23645658271919567,0.7433037242411219,external_biological_reliability,results/release/external_transfer_prediction.csv
mpra_myc_enhancer,MPRA variant effect (MYC enhancer),Variant effect,kmer_logistic_regression,6-mer logistic regression,Standard,0.9363636363636364,0.5909090909090909,,0.7462655,0.6459551656920078,0.3394389041207518,0.2345065281072556,-0.0068479613695805,0.083379100691961,6-mer logistic regression | Standard,k-mer baseline,0.617436835106383,0.273063462752857,0.0699571014229186,0.133241625302057,0.5790948275862069,-0.27553740471650534,0.7042229022438122,external_biological_reliability,results/release/external_transfer_prediction.csv
mpra_myc_enhancer,MPRA variant effect (MYC enhancer),Variant effect,small_cnn,CNN,Standard,0.2636363636363636,0.4261363636363636,,0.76882725,0.4509484180536812,0.0411793540697544,0.061206236347556,0.0083796891723006,0.1201250804749815,CNN | Standard,CNN,0.4580701462765957,0.1592118530458348,0.0315479521605834,0.1320594202587024,0.4403935185185185,-0.5181043538242232,0.4616559531360944,external_biological_reliability,results/release/external_transfer_prediction.csv
mpra_myc_enhancer,MPRA variant effect (MYC enhancer),Variant effect,small_cnn,CNN,Temperature-scaled,0.2636363636363636,0.4147727272727272,,0.81802,0.4429824561403508,0.046799674630165,0.0395739197134971,0.0083796891723006,0.1201250804749815,CNN | Temperature-scaled,CNN,0.4580701462765957,0.1592118530458348,0.0276790593716964,0.1318302880107833,0.4403935185185185,-0.46770259110976964,0.5120577158505479,external_biological_reliability,results/release/external_transfer_prediction.csv
mpra_myc_enhancer,MPRA variant effect (MYC enhancer),Variant effect,small_cnn_rc_aug,RC-aug CNN,Standard,0.4636363636363637,0.5624999999999999,,0.8039419999999999,0.3773429299745089,0.038917607627809,0.0517154488125815,0.0240417894564205,0.1179073009657394,RC-aug CNN | Standard,CNN,0.5425531914893617,0.1681957000968892,0.0122748429920807,0.1312145303846207,0.490625,-0.5179486790078768,0.4618116279524408,external_biological_reliability,results/release/external_transfer_prediction.csv
mpra_myc_enhancer,MPRA variant effect (MYC enhancer),Variant effect,small_cnn_rc_aug,RC-aug CNN,Temperature-scaled,0.4636363636363637,0.5170454545454545,,0.8310545,0.4780701754385965,0.0636706836521625,0.0252490000892429,0.0240417894564205,0.1179073009657394,RC-aug CNN | Temperature-scaled,CNN,0.5425531914893617,0.1681957000968892,0.027114648089157,0.1317992100663772,0.490625,-0.4889545035825943,0.4908058033777233,external_biological_reliability,results/release/external_transfer_prediction.csv
