task_id,task_readable_name,tier,track,species,split_id,split_fold,model_id,model_readable_name,model_family,mode,calibration_method,intervention_id,seeds,auroc,auprc,accuracy,balanced_accuracy,mcc,f1,ece,brier,train_count,val_count,test_count,positive_count,negative_count,mean_abs_delta,flip_rate,positive_prob_drop,calibration_shift,sequence_length_summary,rc_mean_abs_delta,rc_flip_rate,rc_positive_prob_drop,rc_calibration_shift,mono_mean_abs_delta,mono_flip_rate,mono_positive_prob_drop,mono_calibration_shift,dinuc_mean_abs_delta,dinuc_flip_rate,dinuc_positive_prob_drop,dinuc_calibration_shift,motif_mean_abs_delta,motif_flip_rate,motif_positive_prob_drop,motif_calibration_shift,gc_only_auroc,gc_only_explainability_ratio,mono_retention,dinuc_retention,shortcut_score
human_nontata_promoters,Promoters,core,short_context,human,official,none,caduceus_ph,Caduceus-Ph,foundation_model,frozen,none,standard,1,0.8528062767459534,0.8894385357793013,0.7762895727252601,0.7819408951940205,0.5634314036164151,0.7773493444970805,0.0244592582419492,0.1538127081494769,10000.0,2000.0,9034.0,4915.0,4119.0,,,,,251,0.0404262294153215,0.035421740092982,0.0126528659459033,0.0072154057040811,0.1171383122870392,0.20234669028116,-0.0604816577373737,0.0711167275968698,0.0293918955585,0.0205888864290458,0.0015758352155724,0.0036286598460117,0.0033292762694073,0.003320788133717,0.0025255519835335,0.0014527386087238,0.7959149681512145,0.9332892942441527,0.0604816577373737,-0.0015758352155724,0.5614035087719298
human_nontata_promoters,Promoters,core,short_context,human,official,none,dnabert2,DNABERT-2,foundation_model,frozen,none,standard,2,0.887888,0.9332961175799712,0.828,0.8545,0.713408575128601,0.8459502382212811,0.0420015626662993,0.1279405383264637,2000.0,800.0,1000.0,500.0,500.0,,,,,251,0.0777349317929724,0.073,0.0131583581019262,-0.0189866093985185,0.2518976687499663,0.41,-0.0538831078698363,0.1646617959442884,0.1001148418764695,0.099,0.0038541693706631,0.0262113113554254,0.0048636905075706,0.003,0.0021657353340371,0.0008299170457187,0.7959149681512145,0.8964137009974394,0.0538831078698363,-0.0038541693706631,0.6403508771929824
human_nontata_promoters,Promoters,core,short_context,human,official,none,kmer_logistic_regression,6-mer logistic regression,classical,frozen,none,standard,2,0.8984909999999999,0.9434076450604664,0.8375,0.8590367887987509,0.7152964864938827,0.8630310716550412,0.1102176388215763,0.133432542662848,6000.0,2000.0,2000.0,1000.0,1000.0,,,,,251,0.2634432589752333,0.268,0.0168218440450704,0.1048867659226201,0.3907444044811676,0.405,-0.0026594560109637,0.2183623565619146,0.316267987338407,0.3215,0.0575635769009338,0.1262496242343664,0.013001464725365,0.0121762231569625,0.0082361993033196,0.0026135597416585,0.7959149681512145,0.8858352149895933,0.0026594560109637,-0.0575635769009338,0.6052631578947368
human_nontata_promoters,Promoters,core,short_context,human,official,none,small_cnn,CNN,cnn,full,none,standard,6,0.842903,0.9239397103402608,0.7945,0.8239956907633705,0.6472216905599998,0.8195604395604396,0.0228868810981512,0.1519707324290783,6000.0,2000.0,2000.0,1000.0,1000.0,,,,,251,0.0435033664107322,0.0625,0.0076655149459838,-0.008566006243229,0.109779454767704,0.1575,-0.0022913217544555,0.0415386336222291,0.0573856495320797,0.071,0.0464639663696289,0.0004174573868513,0.0043716924265027,0.0039849457604604,0.003511905670166,0.0002461549076908,0.7959149681512145,0.9442545205690508,0.0022913217544555,-0.0464639663696289,0.4122807017543859
human_nontata_promoters,Promoters,core,short_context,human,official,none,small_cnn_rc_aug,RC-aug CNN,cnn,full,none,standard,6,0.8636599999999999,0.9345881615397388,0.8015,0.8410197439995337,0.6877431242415014,0.8256586483390607,0.0440954817906022,0.1440133262069258,6000.0,2000.0,2000.0,1000.0,1000.0,,,,,251,0.0165502354502677,0.0195,-0.0008527636528015,-0.0006018233448267,0.1702148020267486,0.274,-0.0348603129386901,0.1297359126955269,0.0657117143273353,0.074,0.0378893613815307,-0.0132784271091223,0.0055290842428803,0.004870489262785,0.0048051476478576,0.0029541018072788,0.7959149681512145,0.9215605309395072,0.0348603129386901,-0.0378893613815307,0.4385964912280701
human_ocr_ensembl,Open chromatin,core,short_context,human,official,none,caduceus_ph,Caduceus-Ph,foundation_model,frozen,none,standard,1,0.6234587665359695,0.5797241996138679,0.5960460059510185,0.5960460059510185,0.1920997640281889,0.5978524025178729,0.0565579938032962,0.2420725643710453,10000.0,2000.0,34952.0,17476.0,17476.0,,,,,84-593,0.0228954475639314,0.1597333485923552,-0.0002476891883876,0.0025669913764615,0.031401045562703,0.2255092698558022,-0.0170032457138196,-0.0251116465258941,0.029434931237558,0.2251945525291828,-0.0179371611528099,-0.0232979124859566,0.0006649435790881,0.0042915999084458,-0.0002580427738245,-8.232496531110356e-05,0.5666297080033011,0.9088487297268764,0.0170032457138196,0.0179371611528099,0.6851851851851852
human_ocr_ensembl,Open chromatin,core,short_context,human,official,none,dnabert2,DNABERT-2,foundation_model,frozen,none,standard,1,0.682172,0.6596951240560474,0.637,0.637,0.274000548001644,0.6366366366366366,0.0215315742956969,0.225036363403999,2000.0,400.0,1000.0,500.0,500.0,,,,,125-589,0.0896396177690308,0.222,-0.0036173183536478,0.0007917597213645,0.1533176658544723,0.453,0.0863265325473023,0.0597013555028579,0.1292185728758282,0.364,-0.033496682882641,0.0386560830039723,0.0065218798132861,0.013,-0.0006714718778283,0.000643363805059,0.5666297080033011,0.8306258656223081,-0.0863265325473023,0.033496682882641,0.6851851851851851
human_ocr_ensembl,Open chromatin,core,short_context,human,official,none,kmer_logistic_regression,6-mer logistic regression,classical,frozen,none,standard,1,0.650458,,0.619,,,,0.2963202469797955,0.3305716614378323,6000.0,,2000.0,1000.0,1000.0,,,,,112-591,0.3800095436071972,0.3935,-0.0054219690911898,0.0084061330305751,0.4640316398874735,0.489,0.22693885716273,0.1374832234830839,0.4561578610780579,0.4815,0.0620904300322382,0.0838301998218954,,,,,0.5666297080033011,0.8711242047961608,-0.22693885716273,-0.0620904300322382,0.5925925925925927
human_ocr_ensembl,Open chromatin,core,short_context,human,official,none,small_cnn,CNN,cnn,full,none,standard,5,0.640304,,0.5695,,,,0.0630083151757717,0.242803743933832,6000.0,,2000.0,1000.0,1000.0,,,,,112-591,0.0132225817069411,0.057,-0.0003966093063354,0.0051651076078414,0.0351672880351543,0.1485,0.0030643939971923,0.0079237728416919,0.0335942581295967,0.1475,-0.0104559659957885,0.0173433921635151,,,,,0.5666297080033011,0.8849385729330149,-0.0030643939971923,0.0104559659957885,0.5925925925925926
human_ocr_ensembl,Open chromatin,core,short_context,human,official,none,small_cnn_rc_aug,RC-aug CNN,cnn,full,none,standard,5,0.7036005000000001,,0.6385,,,,0.051936047360301,0.2220495119774068,6000.0,,2000.0,1000.0,1000.0,,,,,112-591,0.0560485534369945,0.156,0.0008825659751892,-0.0064879381805659,0.0998835414648056,0.316,0.0610595345497131,-0.032940738722682,0.0893168300390243,0.2715,0.0084955692291259,0.0039646809548139,,,,,0.5666297080033011,0.8053287455072887,-0.0610595345497131,-0.0084955692291259,0.3703703703703704
