task_id,task_label,official_n,official_negative_n,official_negative_gc_fraction_mean,official_negative_cpg_oe_mean,official_negative_length_mean,official_negative_repeat_fraction_mean,official_negative_n_fraction_mean,official_positive_n,official_positive_gc_fraction_mean,official_positive_cpg_oe_mean,official_positive_length_mean,official_positive_repeat_fraction_mean,official_positive_n_fraction_mean,matched_n,matched_negative_n,matched_negative_gc_fraction_mean,matched_negative_cpg_oe_mean,matched_negative_length_mean,matched_negative_repeat_fraction_mean,matched_negative_n_fraction_mean,matched_positive_n,matched_positive_gc_fraction_mean,matched_positive_cpg_oe_mean,matched_positive_length_mean,matched_positive_repeat_fraction_mean,matched_positive_n_fraction_mean,gc_only_auroc_official,gc_only_auroc_matched
human_nontata_promoters,Promoters,9034,4119,0.48444532140919205,0.26519530649880535,251.0,0.22162382274736928,0.0,4915,0.6270535356032635,0.6824241431172238,251.0,0.24272148435758492,8.105928270640692e-07,8238,4119,0.484445321409192,0.2651953064988054,251.0,0.22162382274736928,0.0,4119,0.6259487420553281,0.6841264296046138,251.0,0.24289634373407074,9.672405304733918e-07,0.7959149681512145,0.711853645370015
human_enhancers_cohn,Enhancers (Cohn),6948,3474,0.3942677029360967,0.18210973571534275,500.0,0.23623603914795624,0.0,3474,0.4689055843408175,0.2583198069318069,500.0,0.23243465745538286,0.0,6948,3474,0.3942677029360967,0.18210973571534275,500.0,0.23623603914795624,0.0,3474,0.4689055843408175,0.2583198069318069,500.0,0.23243465745538286,0.0,0.7339186999468708,0.6392853233794811
human_enhancers_ensembl,Enhancers (Ensembl),30970,15485,0.40893300149192036,0.20868865729387195,267.88931223764934,0.2329691234551085,0.0006457862447529867,15485,0.45975167227355457,0.2489215606193011,267.88931223764934,0.24494117101274507,0.0,30970,15485,0.4089330014919203,0.20868865729387195,267.88931223764934,0.2329691234551085,0.0006457862447529867,15485,0.45975167227355457,0.2489215606193011,267.88931223764934,0.24494117101274507,0.0,0.6621940822250412,0.5762459509875886
