gc_bin,count,positive_count,negative_count,gc_mean,gc_min,gc_max,auroc,ece,brier,task_id,model_id,split_id,seed,calibration_method,intervention_id
0,189,29,160,0.46767195767195774,0.4666666666666667,0.4683333333333333,0.5025862068965516,0.0286501581959408,0.1307249232633277,mpra_myc_enhancer,dnabert2,official,2026,temperature,standard
1,114,18,96,0.4699999999999998,0.47,0.47,0.7100694444444445,0.02426840677160047,0.13326541417376464,mpra_myc_enhancer,dnabert2,official,2026,temperature,standard
