task_id,task_readable_name,model_id,model_readable_name,split_id,mode,seed,calibration_method,intervention_id,auroc,auprc,ece,brier,rc_mean_abs_delta,rc_flip_rate,mono_positive_prob_drop,dinuc_positive_prob_drop,spearman_abs_effect,pearson_abs_effect,topk_precision,topk_enrichment,topk_count,overall_auroc,overall_ece,overall_brier,worst_bin_auroc,best_bin_auroc,gc_bin_auroc_gap,worst_bin_ece,best_bin_ece,gc_bin_ece_gap,test_count,positive_count,negative_count,runtime_seconds,device,model_checkpoint,tokenizer_name,pooling,embedding_dim
mpra_myc_enhancer,MPRA variant effect (MYC enhancer),caduceus_ph,Caduceus Ph,official,frozen,2026,none,standard,0.5246010638297872,0.19244213046445416,0.002119971026644657,0.1310438335910663,0.006350912648258315,,0.0007621561301187629,-0.004766641491700002,0.03668684018492207,0.03494176751720828,0.13333333333333333,0.8595744680851064,30,0.5246010638297872,0.002119971026644657,0.1310438335910663,0.4305555555555556,0.5758620689655172,0.1453065134099616,0.0037517634121492782,0.0005853689809025286,0.0031663944312467496,303,47,256,9.068254016005085,cuda,kuleshov-group/caduceus-ph_seqlen-1k_d_model-256_n_layer-4_lr-8e-3,kuleshov-group/caduceus-ph_seqlen-1k_d_model-256_n_layer-4_lr-8e-3,mean,256
