case_id,task_id,model_id,configuration,decision_role,objective,AUROC,AUPRC,top_k_enrichment,top_k_precision,Spearman,worst_GC_bin_AUROC,ece,GenomeCF_recommendation,AUROC_only_choice,source_file
Case A,mpra_bcl11a_enhancer,dnabert2,Standard,Reference comparison,variant_prioritization,0.5404107565011821,0.1245153178050686,1.2338709677419355,0.0967741935483871,0.0065492751406887,0.3400621118012422,0.0515596537166855,False,False,results/release/biological_case_study.csv
Case A,mpra_bcl11a_enhancer,small_cnn,Standard,AUROC-only default configuration,variant_prioritization,0.4341755319148936,0.0974173776642358,1.2338709677419355,0.0967741935483871,-0.0784611759468514,0.3685758513931888,0.0394586296934707,False,True,results/release/biological_case_study.csv
Case A,mpra_bcl11a_enhancer,small_cnn,Temperature-scaled,GenomeCF-aware configuration,variant_prioritization,0.5825206855791961,0.1666166501555553,2.056451612903226,0.1612903225806451,0.0126954210191475,0.5394736842105263,0.041656116936721,True,False,results/release/biological_case_study.csv
Case B,mpra_myc_enhancer,dnabert2,Standard,GenomeCF-aware variant-ranking choice,top_k_nomination,0.5802859042553191,0.2214605905976867,1.934042553191489,0.3,0.1053415152420848,0.5025862068965516,0.002298196542174,True,False,results/release/biological_case_study.csv
Case B,mpra_myc_enhancer,kmer_logistic_regression,Standard,AUROC-only variant-ranking choice,top_k_nomination,0.617436835106383,0.273063462752857,1.5042553191489365,0.2333333333333333,0.1296893080160884,0.5790948275862069,0.0699571014229186,False,True,results/release/biological_case_study.csv
