model_id,model_readable_name,mean_auroc,mean_shortcut_score,worst_gc_bin_auroc,matched_negative_auroc,external_validation_score
small_cnn_rc_aug,RC-aug CNN,0.8039419999999999,0.3773429299745089,0.718199892214848,0.813347377210246,0.6579000327570297
dnabert2,DNABERT-2,0.79375,0.6372207227470386,0.730129345346193,0.8179427152585775,0.7143822943165704
small_cnn,CNN,0.76882725,0.4509484180536812,0.6887111519582074,0.8032886441610326,0.629358078079565
kmer_logistic_regression,6-mer logistic regression,0.7462655,0.6459551656920078,0.699688007299776,0.7850492947029138,0.6980916818812904
caduceus_ph,Caduceus-Ph,0.7416918124042852,0.6424501424501425,0.6236454822318419,0.7128080137815758,0.6203169468891814
