task_id,split_id,model_id,task_label,model_label,auroc,ece,brier,mono_positive_prob_drop,dinuc_positive_prob_drop,gc_only_explainability_ratio,gc_only_auroc_official,gc_only_auroc_matched
human_nontata_promoters,official,caduceus_ph,Promoters,Caduceus-Ph,0.8528062767459534,0.0244592582419492,0.1538127081494769,-0.0604816577373737,0.0015758352155724,,0.7959149681512145,0.711853645370015
human_nontata_promoters,matched_test,dnabert2,Promoters,DNABERT-2,0.8969018682985945,0.0800153009605318,0.1273694035889256,-0.0386095512852275,0.0214562803830032,,0.7959149681512145,0.711853645370015
human_nontata_promoters,official,dnabert2,Promoters,DNABERT-2,0.9125409999999998,0.0392262811798141,0.1105972206908814,-0.0365259862505489,0.0177622250859168,,0.7959149681512145,0.711853645370015
human_nontata_promoters,matched_test,gc_only,Promoters,GC-only logistic regression,0.711853645370015,0.1219092582164688,0.2097392941292906,0.0,0.0,,0.7959149681512145,0.711853645370015
human_nontata_promoters,official,gc_only,Promoters,GC-only logistic regression,0.7959149681512145,0.0468308784576099,0.184770311891784,0.0,0.0,,0.7959149681512145,0.711853645370015
human_nontata_promoters,matched_test,kmer_logistic_regression,Promoters,6-mer logistic regression,0.9114448318820636,0.1132410287033531,0.1309519108164429,-0.0075775025331438,0.0578999551199419,,0.7959149681512145,0.711853645370015
human_nontata_promoters,official,kmer_logistic_regression,Promoters,6-mer logistic regression,0.915893668944032,0.0951845669593212,0.1210874280562841,-0.0129744038757426,0.0493131205192509,,0.7959149681512145,0.711853645370015
human_nontata_promoters,matched_test,small_cnn,Promoters,CNN,0.8731631457185094,0.1283946448606528,0.1575190505892078,-0.0590898990631103,0.0417549014091491,,0.7959149681512145,0.711853645370015
human_nontata_promoters,official,small_cnn,Promoters,CNN,0.8914828115842595,0.024325025384804,0.1291793261704815,-0.0340018272399902,0.0491634607315063,,0.7959149681512145,0.711853645370015
human_nontata_promoters,matched_test,small_cnn_rc_aug,Promoters,RC-aug CNN,0.8740163954464744,0.0871857975770044,0.1464505511844472,-0.0680538415908813,0.0305289030075073,,0.7959149681512145,0.711853645370015
human_nontata_promoters,official,small_cnn_rc_aug,Promoters,RC-aug CNN,0.9014160366927252,0.061482461035344,0.1244126061041274,-0.0656256675720214,0.0284047722816467,,0.7959149681512145,0.711853645370015
