dataset,reverse_complement_mean_abs_delta,reverse_complement_prediction_flip_rate,positive_original_mean_prob,positive_gc_shuffle_mean_prob,positive_gc_shuffle_prob_drop,negative_original_mean_prob,negative_gc_shuffle_mean_prob
human_nontata_promoters,0.12091560661792755,0.1327208324108922,0.8140465021133423,0.838523268699646,-0.02447676658630371,0.2466399371623993,0.6493812799453735
human_enhancers_cohn,0.04898811876773834,0.08995394358088658,0.6483204364776611,0.6383944749832153,0.0099259614944458,0.4327596127986908,0.4505282938480377
