dataset,split_scheme,model_family,n_seeds,auroc_mean,auroc_std,accuracy_mean,accuracy_std,ece_mean,ece_std,brier_mean,brier_std,auroc_ci_low_mean,auroc_ci_low_std,auroc_ci_high_mean,auroc_ci_high_std,reverse_complement_mean_abs_delta_mean,reverse_complement_mean_abs_delta_std,reverse_complement_flip_rate_mean,reverse_complement_flip_rate_std,reverse_complement_positive_prob_drop_mean,reverse_complement_positive_prob_drop_std,reverse_complement_ece_mean,reverse_complement_ece_std,reverse_complement_brier_mean,reverse_complement_brier_std,reverse_complement_mean_abs_delta_ci_low_mean,reverse_complement_mean_abs_delta_ci_low_std,reverse_complement_mean_abs_delta_ci_high_mean,reverse_complement_mean_abs_delta_ci_high_std,mono_shuffle_mean_abs_delta_mean,mono_shuffle_mean_abs_delta_std,mono_shuffle_flip_rate_mean,mono_shuffle_flip_rate_std,mono_shuffle_positive_prob_drop_mean,mono_shuffle_positive_prob_drop_std,mono_shuffle_ece_mean,mono_shuffle_ece_std,mono_shuffle_brier_mean,mono_shuffle_brier_std,mono_shuffle_mean_abs_delta_ci_low_mean,mono_shuffle_mean_abs_delta_ci_low_std,mono_shuffle_mean_abs_delta_ci_high_mean,mono_shuffle_mean_abs_delta_ci_high_std,dinuc_shuffle_mean_abs_delta_mean,dinuc_shuffle_mean_abs_delta_std,dinuc_shuffle_flip_rate_mean,dinuc_shuffle_flip_rate_std,dinuc_shuffle_positive_prob_drop_mean,dinuc_shuffle_positive_prob_drop_std,dinuc_shuffle_ece_mean,dinuc_shuffle_ece_std,dinuc_shuffle_brier_mean,dinuc_shuffle_brier_std,dinuc_shuffle_mean_abs_delta_ci_low_mean,dinuc_shuffle_mean_abs_delta_ci_low_std,dinuc_shuffle_mean_abs_delta_ci_high_mean,dinuc_shuffle_mean_abs_delta_ci_high_std,ensemble_auroc,ensemble_accuracy,ensemble_ece,ensemble_brier,ensemble_auroc_ci_low,ensemble_auroc_ci_high,ensemble_reverse_complement_mean_abs_delta,ensemble_reverse_complement_flip_rate,ensemble_reverse_complement_positive_prob_drop,ensemble_reverse_complement_ece,ensemble_reverse_complement_brier,ensemble_reverse_complement_mean_abs_delta_ci_low,ensemble_reverse_complement_mean_abs_delta_ci_high,ensemble_mono_shuffle_mean_abs_delta,ensemble_mono_shuffle_flip_rate,ensemble_mono_shuffle_positive_prob_drop,ensemble_mono_shuffle_ece,ensemble_mono_shuffle_brier,ensemble_mono_shuffle_mean_abs_delta_ci_low,ensemble_mono_shuffle_mean_abs_delta_ci_high,ensemble_dinuc_shuffle_mean_abs_delta,ensemble_dinuc_shuffle_flip_rate,ensemble_dinuc_shuffle_positive_prob_drop,ensemble_dinuc_shuffle_ece,ensemble_dinuc_shuffle_brier,ensemble_dinuc_shuffle_mean_abs_delta_ci_low,ensemble_dinuc_shuffle_mean_abs_delta_ci_high
human_enhancers_cohn,official,kmer_logistic_regression,1,0.700194,0.0,0.6525,0.0,0.28578265025585015,0.0,0.30925042888423226,0.0,0.6811601942256796,0.0,0.7215499859851517,0.0,0.3707913085785532,0.0,0.378,0.0,0.01727172177929548,0.0,0.296340893031162,0.0,0.3142791478211482,0.0,0.3549776455749621,0.0,0.39064488474919895,0.0,0.4242434977687761,0.0,0.4345,0.0,-0.07969558168943569,0.0,0.3683076043765871,0.0,0.38409452336195704,0.0,0.4067431362460393,0.0,0.44602728613410153,0.0,0.4051801925094063,0.0,0.419,0.0,0.13848789357906,0.0,0.3568931140825447,0.0,0.3740298834431764,0.0,0.3862345548774618,0.0,0.4202734297965871,0.0,0.700194,0.6525,0.28578265025585015,0.30925042888423226,0.6811601942256796,0.7215499859851517,0.3707913085785532,0.378,0.01727172177929548,0.296340893031162,0.3142791478211482,0.3549776455749621,0.39064488474919895,0.4242434977687761,0.4345,-0.07969558168943569,0.3683076043765871,0.38409452336195704,0.4067431362460393,0.44602728613410153,0.4051801925094063,0.419,0.13848789357906,0.3568931140825447,0.3740298834431764,0.3862345548774618,0.4202734297965871
human_enhancers_cohn,chromosome_holdout,kmer_logistic_regression,1,0.6869750000000001,0.0,0.6235,0.0,0.31814073970682255,0.0,0.3347911351781911,0.0,0.6652971607912399,0.0,0.7075387492651828,0.0,0.3622616513025858,0.0,0.3735,0.0,0.0006108221791323309,0.0,0.30667167089328884,0.0,0.3237534162401304,0.0,0.3444019896893667,0.0,0.3797775082433516,0.0,0.43514036469452094,0.0,0.444,0.0,-0.060605949611358345,0.0,0.41444946034200514,0.0,0.42544722111687744,0.0,0.41545000681580485,0.0,0.45156915505277606,0.0,0.42422213405852827,0.0,0.4355,0.0,0.1256083039000757,0.0,0.36242763980507453,0.0,0.38178078074301997,0.0,0.4065629738495868,0.0,0.4401148809785214,0.0,0.6869750000000001,0.6235,0.31814073970682255,0.3347911351781911,0.6652971607912399,0.7075387492651828,0.3622616513025858,0.3735,0.0006108221791323309,0.30667167089328884,0.3237534162401304,0.3444019896893667,0.3797775082433516,0.43514036469452094,0.444,-0.060605949611358345,0.41444946034200514,0.42544722111687744,0.41545000681580485,0.45156915505277606,0.42422213405852827,0.4355,0.1256083039000757,0.36242763980507453,0.38178078074301997,0.4065629738495868,0.4401148809785214
human_enhancers_ensembl,official,kmer_logistic_regression,1,0.735919,0.0,0.6725,0.0,0.2457055763718007,0.0,0.27349878715212367,0.0,0.7147649942987548,0.0,0.7520484168784171,0.0,0.34351150532202357,0.0,0.3565,0.0,-0.026710475277360146,0.0,0.23963432835992757,0.0,0.27120845404527383,0.0,0.32912175864935544,0.0,0.35922593946363757,0.0,0.4271199750843948,0.0,0.448,0.0,0.20287746274881718,0.0,0.37736853793635267,0.0,0.40434161052689416,0.0,0.41296826787180974,0.0,0.44499974304538775,0.0,0.43407506838123605,0.0,0.45,0.0,0.21604238270401294,0.0,0.35755910596614593,0.0,0.38740719893206055,0.0,0.41561096655046925,0.0,0.44890905374014184,0.0,0.735919,0.6725,0.2457055763718007,0.27349878715212367,0.7147649942987548,0.7520484168784171,0.34351150532202357,0.3565,-0.026710475277360146,0.23963432835992757,0.27120845404527383,0.32912175864935544,0.35922593946363757,0.4271199750843948,0.448,0.20287746274881718,0.37736853793635267,0.40434161052689416,0.41296826787180974,0.44499974304538775,0.43407506838123605,0.45,0.21604238270401294,0.35755910596614593,0.38740719893206055,0.41561096655046925,0.44890905374014184
human_enhancers_ensembl,chromosome_holdout,kmer_logistic_regression,1,0.738554,0.0,0.6845,0.0,0.23504995393520153,0.0,0.2696101398755591,0.0,0.7164853768496462,0.0,0.7572965072559233,0.0,0.3401164750413482,0.0,0.353,0.0,-0.008540920993466927,0.0,0.25238945874265767,0.0,0.2785447906080766,0.0,0.3240578532700197,0.0,0.35436236668257776,0.0,0.4213551746378739,0.0,0.438,0.0,0.12491325319174773,0.0,0.36303809960762623,0.0,0.3887649736029072,0.0,0.4027694532967571,0.0,0.434204363743351,0.0,0.41299849631528524,0.0,0.4315,0.0,0.17489367799883965,0.0,0.3396071807130102,0.0,0.36559830103059926,0.0,0.3986370239915157,0.0,0.4302987348192449,0.0,0.738554,0.6845,0.23504995393520153,0.2696101398755591,0.7164853768496462,0.7572965072559233,0.3401164750413482,0.353,-0.008540920993466927,0.25238945874265767,0.2785447906080766,0.3240578532700197,0.35436236668257776,0.4213551746378739,0.438,0.12491325319174773,0.36303809960762623,0.3887649736029072,0.4027694532967571,0.434204363743351,0.41299849631528524,0.4315,0.17489367799883965,0.3396071807130102,0.36559830103059926,0.3986370239915157,0.4302987348192449
human_ocr_ensembl,official,kmer_logistic_regression,1,0.650458,0.0,0.619,0.0,0.2963202469797955,0.0,0.3305716614378323,0.0,0.6180978690335825,0.0,0.6753756822938989,0.0,0.38000954360719724,0.0,0.3935,0.0,-0.00542196909118986,0.0,0.30472638001037067,0.0,0.3317620140051169,0.0,0.3641097235353567,0.0,0.3941593027174326,0.0,0.4640316398874735,0.0,0.489,0.0,0.22693885716273,0.0,0.4338034704628794,0.0,0.4484389255950459,0.0,0.4460524368583602,0.0,0.4793607491548829,0.0,0.45615786107805795,0.0,0.4815,0.0,0.06209043003223824,0.0,0.3801504468016909,0.0,0.4031048834780595,0.0,0.4398696538092966,0.0,0.4729067173447449,0.0,0.650458,0.619,0.2963202469797955,0.3305716614378323,0.6180978690335825,0.6753756822938989,0.38000954360719724,0.3935,-0.00542196909118986,0.30472638001037067,0.3317620140051169,0.3641097235353567,0.3941593027174326,0.4640316398874735,0.489,0.22693885716273,0.4338034704628794,0.4484389255950459,0.4460524368583602,0.4793607491548829,0.45615786107805795,0.4815,0.06209043003223824,0.3801504468016909,0.4031048834780595,0.4398696538092966,0.4729067173447449
human_ocr_ensembl,chromosome_holdout,kmer_logistic_regression,1,0.6580280000000001,0.0,0.619,0.0,0.30093998013426226,0.0,0.3287384166718749,0.0,0.6357941281999309,0.0,0.6817591579271028,0.0,0.3759628658443416,0.0,0.3925,0.0,-0.0034628596502424003,0.0,0.2933885483708708,0.0,0.32081282731109934,0.0,0.35760046837231607,0.0,0.3931093692401061,0.0,0.48599511083647473,0.0,0.502,0.0,0.333035704034467,0.0,0.4285864293646693,0.0,0.44967671331968606,0.0,0.46900387009985434,0.0,0.5044454744458634,0.0,0.4388659416303533,0.0,0.468,0.0,0.1096015731931026,0.0,0.37682438024394876,0.0,0.4025743030224254,0.0,0.42401256333952714,0.0,0.45361892837126283,0.0,0.6580280000000001,0.619,0.30093998013426226,0.3287384166718749,0.6357941281999309,0.6817591579271028,0.3759628658443416,0.3925,-0.0034628596502424003,0.2933885483708708,0.32081282731109934,0.35760046837231607,0.3931093692401061,0.48599511083647473,0.502,0.333035704034467,0.4285864293646693,0.44967671331968606,0.46900387009985434,0.5044454744458634,0.4388659416303533,0.468,0.1096015731931026,0.37682438024394876,0.4025743030224254,0.42401256333952714,0.45361892837126283
dummy_mouse_enhancers_ensembl,official,kmer_logistic_regression,1,0.8966600642032647,0.0,0.8181818181818182,0.0,0.12776905023956128,0.0,0.14775643729443494,0.0,0.8534239353623717,0.0,0.9322665237302576,0.0,0.16516107613985725,0.0,0.15702479338842976,0.0,0.04831971223074849,0.0,0.19420754140201785,0.0,0.19356148417614302,0.0,0.1315212211977162,0.0,0.19617408211624696,0.0,0.4336245677454272,0.0,0.4793388429752066,0.0,0.06463622510008582,0.0,0.3236421196226633,0.0,0.3676788663814344,0.0,0.37942496909454965,0.0,0.49032008156742213,0.0,0.23211622257110115,0.0,0.23140495867768596,0.0,0.26136525013063305,0.0,0.24388013950442963,0.0,0.24576678779718988,0.0,0.1914730273519727,0.0,0.28022926865463565,0.0,0.8966600642032647,0.8181818181818182,0.12776905023956128,0.14775643729443494,0.8534239353623717,0.9322665237302576,0.16516107613985725,0.15702479338842976,0.04831971223074849,0.19420754140201785,0.19356148417614302,0.1315212211977162,0.19617408211624696,0.4336245677454272,0.4793388429752066,0.06463622510008582,0.3236421196226633,0.3676788663814344,0.37942496909454965,0.49032008156742213,0.23211622257110115,0.23140495867768596,0.26136525013063305,0.24388013950442963,0.24576678779718988,0.1914730273519727,0.28022926865463565
drosophila_enhancers_stark,official,kmer_logistic_regression,1,0.6891095592903204,0.0,0.6398843930635838,0.0,0.3243117980495819,0.0,0.33669457936676983,0.0,0.6661143017952248,0.0,0.7156476549475236,0.0,0.39995520677301827,0.0,0.40404624277456647,0.0,0.03805045376777516,0.0,0.35676096390718,0.0,0.3660901792581062,0.0,0.38034209170851174,0.0,0.4171990722653346,0.0,0.48754890453868666,0.0,0.49017341040462425,0.0,0.37575484437633533,0.0,0.4599497968217557,0.0,0.4676125453788157,0.0,0.4666231643403536,0.0,0.5080362574673783,0.0,0.49415095583958313,0.0,0.5028901734104047,0.0,0.3365084417030419,0.0,0.45945338512593115,0.0,0.46572169380266576,0.0,0.47607059665085344,0.0,0.516872670308131,0.0,0.6891095592903204,0.6398843930635838,0.3243117980495819,0.33669457936676983,0.6661143017952248,0.7156476549475236,0.39995520677301827,0.40404624277456647,0.03805045376777516,0.35676096390718,0.3660901792581062,0.38034209170851174,0.4171990722653346,0.48754890453868666,0.49017341040462425,0.37575484437633533,0.4599497968217557,0.4676125453788157,0.4666231643403536,0.5080362574673783,0.49415095583958313,0.5028901734104047,0.3365084417030419,0.45945338512593115,0.46572169380266576,0.47607059665085344,0.516872670308131
human_nontata_promoters,official,dnabert2_embedding_logistic,1,0.887888,0.0,0.828,0.0,0.04200156266629936,0.0,0.1279405383264637,0.0,0.8674217274357443,0.0,0.9074591094231205,0.0,0.07773493179297242,0.0,0.073,0.0,0.013158358101926226,0.0,0.023014953267780865,0.0,0.13754911454913674,0.0,0.07272396392952686,0.0,0.08297602490883967,0.0,0.25189766874996633,0.0,0.41,0.0,-0.0538831078698363,0.0,0.2066633586105877,0.0,0.2531633154895259,0.0,0.2404412146980294,0.0,0.2652613700061238,0.0,0.10011484187646953,0.0,0.099,0.0,0.003854169370663185,0.0,0.06821287402172475,0.0,0.15751223648564408,0.0,0.09352560587715682,0.0,0.10705933988516642,0.0,0.887888,0.828,0.04200156266629936,0.1279405383264637,0.8674217274357443,0.9074591094231205,0.07773493179297242,0.073,0.013158358101926226,0.023014953267780865,0.13754911454913674,0.07272396392952686,0.08297602490883967,0.25189766874996633,0.41,-0.0538831078698363,0.2066633586105877,0.2531633154895259,0.2404412146980294,0.2652613700061238,0.10011484187646953,0.099,0.003854169370663185,0.06821287402172475,0.15751223648564408,0.09352560587715682,0.10705933988516642
human_enhancers_cohn,official,dnabert2_embedding_logistic,1,0.829724,0.0,0.736,0.0,0.024830812077690247,0.0,0.16842155243050078,0.0,0.8097852204081633,0.0,0.8562255174910282,0.0,0.059143663490778535,0.0,0.097,0.0,-0.003537693072833026,0.0,0.03803731036862949,0.0,0.16732925703527007,0.0,0.05598163486983887,0.0,0.06219924184232063,0.0,0.1908418012604889,0.0,0.341,0.0,-0.04888868852490402,0.0,0.13335404240099488,0.0,0.23642439839817608,0.0,0.18201201079262339,0.0,0.20022785380405683,0.0,0.14340520359706713,0.0,0.227,0.0,0.02330921586682666,0.0,0.03779328475607565,0.0,0.20672073677787353,0.0,0.13615838991245766,0.0,0.15007477993791302,0.0,0.829724,0.736,0.024830812077690247,0.16842155243050078,0.8097852204081633,0.8562255174910282,0.059143663490778535,0.097,-0.003537693072833026,0.03803731036862949,0.16732925703527007,0.05598163486983887,0.06219924184232063,0.1908418012604889,0.341,-0.04888868852490402,0.13335404240099488,0.23642439839817608,0.18201201079262339,0.20022785380405683,0.14340520359706713,0.227,0.02330921586682666,0.03779328475607565,0.20672073677787353,0.13615838991245766,0.15007477993791302
