task,split_name,split_fold,model,mode,auroc,auprc,accuracy,mcc,ece,brier,seeds,rc_instability,rc_flip_rate,mono_drop,mono_calibration_shift,dinuc_drop,gc_only_auroc,gc_only_explainability_ratio,mono_retention,dinuc_retention,shortcut_score
human_nontata_promoters,official,na,kmer_logistic_regression,frozen,0.841064453125,0.8782125360637122,0.7734375,0.5551361100027009,0.1250092682473022,0.1685703168521614,1,0.131950369476179,0.109375,-0.0234517075513532,0.0643299556302436,0.0376157826820753,0.7830810546875,0.9310595065312046,0.0234517075513532,-0.0376157826820753,0.8333333333333334
human_nontata_promoters,official,na,gc_only,frozen,0.7830810546875,0.8294573845668423,0.7109375,0.4231683839898111,0.1623311362091521,0.2071023503107876,1,0.0,0.0,0.0,0.0,0.0,0.7830810546875,1.0,-0.0,-0.0,0.6666666666666666
