gc_bin,count,positive_count,negative_count,gc_mean,gc_min,gc_max,auroc,ece,brier,task_id,model_id,split_id,seed,calibration_method,intervention_id
0,189,29,160,0.46767195767195774,0.4666666666666667,0.4683333333333333,0.43965517241379315,0.3471033659954258,0.2504228462061255,mpra_myc_enhancer,dnabert2,official,2026,none,matched_negative_retraining
1,114,18,96,0.4699999999999998,0.47,0.47,0.7181712962962963,0.34253057225867106,0.2498722582599906,mpra_myc_enhancer,dnabert2,official,2026,none,matched_negative_retraining
