gc_bin,count,positive_count,negative_count,gc_mean,gc_min,gc_max,auroc,ece,brier,task_id,model_id,split_id,seed,calibration_method,intervention_id
0,207,17,190,0.48597423510466986,0.485,0.4866666666666667,0.5261609907120743,0.41888779622986816,0.2508155828701407,mpra_bcl11a_enhancer,dnabert2,official,2026,none,matched_negative_retraining
1,99,7,92,0.48833333333333345,0.48833333333333334,0.48833333333333334,0.48913043478260865,0.4303832703673862,0.2509334297230059,mpra_bcl11a_enhancer,dnabert2,official,2026,none,matched_negative_retraining
