gc_bin,count,positive_count,negative_count,gc_mean,gc_min,gc_max,auroc,ece,brier,task_id,model_id,split_id,seed,calibration_method,intervention_id
0,189,29,160,0.46767195767195774,0.4666666666666667,0.4683333333333333,0.490625,0.028854882906353685,0.13075824284616117,mpra_myc_enhancer,small_cnn_rc_aug,official,2026,temperature,standard
1,114,18,96,0.4699999999999998,0.47,0.47,0.6400462962962963,0.024229540505953023,0.1335250241419986,mpra_myc_enhancer,small_cnn_rc_aug,official,2026,temperature,standard
