gc_bin,count,positive_count,negative_count,gc_mean,gc_min,gc_max,auroc,ece,brier,task_id,model_id,split_id,seed,calibration_method,intervention_id
0,207,17,190,0.48597423510466986,0.485,0.4866666666666667,0.6153250773993808,0.047698172079836954,0.07756063494050527,mpra_bcl11a_enhancer,dnabert2,official,2026,none,standard
1,99,7,92,0.48833333333333345,0.48833333333333334,0.48833333333333334,0.34006211180124224,0.05963366077555081,0.06933871041366171,mpra_bcl11a_enhancer,dnabert2,official,2026,none,standard
