model_id,model_label,mean_auroc,mean_auroc_rank,mean_shortcut_score
dnabert2,DNABERT-2,0.8309426666666667,4.0,3.125
small_cnn_rc_aug,RC-aug CNN,0.8373891666666665,3.6666666666666665,2.3333333333333335
kmer_logistic_regression,6-mer logistic regression,0.7782013333333332,2.6666666666666665,3.1666666666666665
caduceus_ph,Caduceus-Ph,0.7811028276937236,2.3333333333333335,3.6666666666666665
small_cnn,CNN,0.8116683333333333,2.3333333333333335,2.7083333333333335
